date;temperature_F;total_sales_RS;temperature_C
Monday/August 30/2010;92;46.294;33
Tuesday/August 31/2010;94;46.903;34
Wednesday/September 1/2010;91;45.684;32
Thursday/September 2/2010;90;45.681;32
Friday/September 3/2010;55;38.732;22
Saturday/September 4/2010;91;45.676;32
Sunday/September 5/2010;87;44.458;30
Monday/September 6/2010;90;45.676;32
Tuesday/September 7/2010;94;46.892;34
Wednesday/September 8/2010;92;46.279;33
Thursday/September 9/2010;91;45.666;32
Friday/September 10/2010;89;45.055;31
Saturday/September 11/2010;92;46.272;33
Sunday/September 12/2010;91;45.661;32
Monday/September 13/2010;93;46.879;34
Tuesday/September 14/2010;55;38.726;22
Wednesday/September 15/2010;89;45.048;31
Thursday/September 16/2010;90;45.652;32
Friday/September 17/2010;89;45.043;31
Saturday/September 18/2010;92;46.259;33
Sunday/September 19/2010;93;46.868;34
Monday/September 20/2010;91;45.644;32
Tuesday/September 21/2010;90;45.643;32
Wednesday/September 22/2010;89;45.030;31
Thursday/September 23/2010;93;46.247;33
Friday/September 24/2010;93;46.246;33
Saturday/September 25/2010;91;45.632;32
Sunday/September 26/2010;92;46.237;33
Monday/September 27/2010;93;46.235;33
Tuesday/September 28/2010;93;46.233;33
Wednesday/September 29/2010;91;45.621;32
Thursday/September 30/2010;93;46.214;33
Friday/October 1/2010;94;46.810;34
Saturday/October 2/2010;92;46.199;33
Sunday/October 3/2010;95;47.415;35
Monday/October 4/2010;89;44.972;31
Tuesday/October 5/2010;86;44.333;30
Wednesday/October 6/2010;89;44.934;31
Thursday/October 7/2010;91;45.538;32
Friday/October 8/2010;92;46.145;33
Saturday/October 9/2010;88;44.920;31
Sunday/October 10/2010;54;38.693;22
Monday/October 11/2010;87;44.303;30
Tuesday/October 12/2010;84;43.085;28
Wednesday/October 13/2010;74;40.037;23
Thursday/October 14/2010;84;43.081;28
Friday/October 15/2010;89;44.902;31
Saturday/October 16/2010;55;38.690;22
Sunday/October 17/2010;86;43.680;29
Monday/October 18/2010;87;44.285;30
Tuesday/October 19/2010;88;44.284;30
Wednesday/October 20/2010;85;43.674;29
Thursday/October 21/2010;87;44.282;30
Friday/October 22/2010;89;44.885;31
Saturday/October 23/2010;87;44.275;30
Sunday/October 24/2010;89;44.883;31
Monday/October 25/2010;84;43.056;28
Tuesday/October 26/2010;86;43.663;29
Wednesday/October 27/2010;90;45.488;32
Thursday/October 28/2010;88;44.873;31
Friday/October 29/2010;89;44.872;31
Saturday/October 30/2010;87;44.262;30
Sunday/October 31/2010;81;42.432;27
Monday/November 1/2010;55;38.664;22
Tuesday/November 2/2010;85;43.645;29
Wednesday/November 3/2010;90;45.471;32
Thursday/November 4/2010;85;43.643;29
Friday/November 5/2010;85;43.643;29
Saturday/November 6/2010;79;41.207;25
Sunday/November 7/2010;83;43.032;28
Monday/November 8/2010;87;44.249;30
Tuesday/November 9/2010;90;45.467;32
Wednesday/November 10/2010;88;44.857;31
Thursday/November 11/2010;85;43.639;29
Friday/November 12/2010;87;44.245;30
Saturday/November 13/2010;73;39.372;22
Sunday/November 14/2010;87;44.244;30
Monday/November 15/2010;91;45.461;32
Tuesday/November 16/2010;90;45.461;32
Wednesday/November 17/2010;85;43.633;29
Thursday/November 18/2010;85;43.629;29
Friday/November 19/2010;91;45.456;32
Saturday/November 20/2010;84;43.019;28
Sunday/November 21/2010;89;44.845;31
Monday/November 22/2010;91;45.453;32
Tuesday/November 23/2010;87;44.231;30
Wednesday/November 24/2010;90;45.449;32
Thursday/November 25/2010;86;44.230;30
Friday/November 26/2010;84;43.012;28
Saturday/November 27/2010;86;44.228;30
Sunday/November 28/2010;89;44.837;31
Monday/November 29/2010;88;44.836;31
Tuesday/November 30/2010;75;40.573;24
Wednesday/December 1/2010;86;43.617;29
Thursday/December 2/2010;85;43.615;29
Friday/December 3/2010;84;43.614;29
Saturday/December 4/2010;88;44.222;30
Sunday/December 5/2010;88;44.831;31
Monday/December 6/2010;86;43.612;29
Tuesday/December 7/2010;78;41.174;25
Wednesday/December 8/2010;91;45.436;32
Thursday/December 9/2010;90;45.436;32
Friday/December 10/2010;87;44.217;30
Saturday/December 11/2010;89;44.825;31
Sunday/December 12/2010;75;39.951;23
Monday/December 13/2010;87;44.214;30
Tuesday/December 14/2010;91;45.432;32
Wednesday/December 15/2010;86;43.604;29
Thursday/December 16/2010;84;43.604;29
Friday/December 17/2010;92;46.038;33
Saturday/December 18/2010;91;45.429;32
Sunday/December 19/2010;75;39.948;23
Monday/December 20/2010;76;40.556;24
Tuesday/December 21/2010;84;42.990;28
Wednesday/December 22/2010;84;42.989;28
Thursday/December 23/2010;87;44.205;30
Friday/December 24/2010;90;45.423;32
Saturday/December 25/2010;86;43.596;29
Sunday/December 26/2010;88;44.814;31
Monday/December 27/2010;77;40.549;24
Tuesday/December 28/2010;87;44.203;30
Wednesday/December 29/2010;88;44.812;31
Thursday/December 30/2010;86;44.202;30
Friday/December 31/2010;84;43.593;29
Saturday/January 1/2011;87;44.199;30
Sunday/January 2/2011;88;44.808;31
Monday/January 3/2011;89;44.807;31
Tuesday/January 4/2011;85;43.589;29
Wednesday/January 5/2011;89;44.807;31
Thursday/January 6/2011;88;44.197;30
Friday/January 7/2011;86;44.196;30
Saturday/January 8/2011;83;42.978;28
Sunday/January 9/2011;85;43.586;29
Monday/January 10/2011;87;44.195;30
Tuesday/January 11/2011;85;43.584;29
Wednesday/January 12/2011;85;43.584;29
Thursday/January 13/2011;89;44.801;31
Friday/January 14/2011;85;43.582;29
Saturday/January 15/2011;73;39.318;22
Sunday/January 16/2011;87;44.189;30
Monday/January 17/2011;86;43.580;29
Tuesday/January 18/2011;86;44.188;30
Wednesday/January 19/2011;85;43.578;29
Thursday/January 20/2011;72;39.315;22
Friday/January 21/2011;89;44.794;31
Saturday/January 22/2011;83;42.966;28
Sunday/January 23/2011;87;44.184;30
Monday/January 24/2011;78;41.138;25
Tuesday/January 25/2011;90;45.401;32
Wednesday/January 26/2011;87;44.181;30
Thursday/January 27/2011;84;43.572;29
Friday/January 28/2011;75;39.918;23
Saturday/January 29/2011;72;39.309;22
Sunday/January 30/2011;86;44.180;30
Monday/January 31/2011;90;44.788;31
Tuesday/February 1/2011;83;42.959;28
Wednesday/February 2/2011;74;39.914;23
Thursday/February 3/2011;72;39.304;22
Friday/February 4/2011;74;39.912;23
Saturday/February 5/2011;87;44.174;30
Sunday/February 6/2011;72;39.301;22
Monday/February 7/2011;75;40.518;24
Tuesday/February 8/2011;76;40.518;24
Wednesday/February 9/2011;89;44.779;31
Thursday/February 10/2011;90;44.778;31
Friday/February 11/2011;72;39.296;22
Saturday/February 12/2011;76;40.513;24
Sunday/February 13/2011;87;44.167;30
Monday/February 14/2011;88;44.167;30
Tuesday/February 15/2011;89;44.774;31
Wednesday/February 16/2011;89;44.774;31
Thursday/February 17/2011;85;43.556;29
Friday/February 18/2011;83;42.947;28
Saturday/February 19/2011;85;43.556;29
Sunday/February 20/2011;86;43.555;29
Monday/February 21/2011;89;44.773;31
Tuesday/February 22/2011;89;44.772;31
Wednesday/February 23/2011;75;39.900;23
Thursday/February 24/2011;86;44.163;30
Friday/February 25/2011;89;44.771;31
Saturday/February 26/2011;80;41.726;26
Sunday/February 27/2011;85;43.553;29
Monday/February 28/2011;89;44.770;31
Tuesday/March 1/2011;86;44.160;30
Wednesday/March 2/2011;73;39.288;22
Thursday/March 3/2011;89;44.768;31
Friday/March 4/2011;91;45.377;32
Saturday/March 5/2011;87;44.159;30
Sunday/March 6/2011;86;44.159;30
Monday/March 7/2011;88;44.158;30
Tuesday/March 8/2011;84;42.940;28
Wednesday/March 9/2011;77;40.503;24
Thursday/March 10/2011;87;44.157;30
Friday/March 11/2011;89;44.766;31
Saturday/March 12/2011;76;40.502;24
Sunday/March 13/2011;84;43.547;29
Monday/March 14/2011;73;39.283;22
Tuesday/March 15/2011;87;44.155;30
Wednesday/March 16/2011;85;43.546;29
Thursday/March 17/2011;83;42.934;28
Friday/March 18/2011;87;44.150;30
Saturday/March 19/2011;74;39.887;23
Sunday/March 20/2011;90;44.758;31
Monday/March 21/2011;88;44.147;30
Tuesday/March 22/2011;89;44.756;31
Wednesday/March 23/2011;88;44.755;31
Thursday/March 24/2011;88;44.146;30
Friday/March 25/2011;86;44.146;30
Saturday/March 26/2011;76;40.490;24
Sunday/March 27/2011;73;39.271;22
Monday/March 28/2011;85;43.533;29
Tuesday/March 29/2011;78;41.095;25
Wednesday/March 30/2011;89;44.749;31
Thursday/March 31/2011;87;44.139;30
Friday/April 1/2011;87;44.139;30
Saturday/April 2/2011;85;43.529;29
Sunday/April 3/2011;77;40.483;24
Monday/April 4/2011;76;40.483;24
Tuesday/April 5/2011;88;44.745;31
Wednesday/April 6/2011;85;43.526;29
Thursday/April 7/2011;76;40.481;24
Friday/April 8/2011;87;44.133;30
Saturday/April 9/2011;87;44.133;30
Sunday/April 10/2011;74;39.870;23
Monday/April 11/2011;88;44.130;30
Tuesday/April 12/2011;88;44.130;30
Wednesday/April 13/2011;75;39.867;23
Thursday/April 14/2011;87;44.129;30
Friday/April 15/2011;80;41.693;26
Saturday/April 16/2011;83;42.910;28
Sunday/April 17/2011;77;40.473;24
Monday/April 18/2011;90;44.736;31
Tuesday/April 19/2011;83;42.908;28
Wednesday/April 20/2011;85;43.515;29
Thursday/April 21/2011;72;39.251;22
Friday/April 22/2011;90;45.341;32
Saturday/April 23/2011;74;39.860;23
Sunday/April 24/2011;74;39.859;23
Monday/April 25/2011;86;43.513;29
Tuesday/April 26/2011;89;44.730;31
Wednesday/April 27/2011;77;40.467;24
Thursday/April 28/2011;73;39.247;22
Friday/April 29/2011;85;43.510;29
Saturday/April 30/2011;86;43.510;29
Sunday/May 1/2011;87;44.118;30
Monday/May 2/2011;90;44.727;31
Tuesday/May 3/2011;75;39.854;23
Wednesday/May 4/2011;89;44.726;31
Thursday/May 5/2011;87;44.117;30
Friday/May 6/2011;86;44.115;30
Saturday/May 7/2011;83;42.897;28
Sunday/May 8/2011;86;44.114;30
Monday/May 9/2011;91;45.331;32
Tuesday/May 10/2011;87;44.113;30
Wednesday/May 11/2011;89;44.721;31
Thursday/May 12/2011;87;44.112;30
Friday/May 13/2011;75;39.849;23
Saturday/May 14/2011;85;43.503;29
Sunday/May 15/2011;85;43.502;29
Monday/May 16/2011;86;44.110;30
Tuesday/May 17/2011;86;43.501;29
Wednesday/May 18/2011;86;43.501;29
Thursday/May 19/2011;84;42.892;28
Friday/May 20/2011;75;40.456;24
Saturday/May 21/2011;89;44.718;31
Sunday/May 22/2011;85;43.500;29
Monday/May 23/2011;75;40.454;24
Tuesday/May 24/2011;87;44.108;30
Wednesday/May 25/2011;86;44.108;30
Thursday/May 26/2011;75;38.776;23
Friday/May 27/2011;73;39.235;22
Saturday/May 28/2011;91;45.325;32
Sunday/May 29/2011;87;44.107;30
Monday/May 30/2011;88;44.716;31
Tuesday/May 31/2011;87;44.106;30
Wednesday/June 1/2011;85;43.495;29
Thursday/June 2/2011;89;44.713;31
Friday/June 3/2011;75;40.449;24
Saturday/June 4/2011;73;39.231;22
Sunday/June 5/2011;83;42.884;28
Monday/June 6/2011;74;39.838;23
Tuesday/June 7/2011;88;44.101;30
Wednesday/June 8/2011;85;43.492;29
Thursday/June 9/2011;73;39.229;22
Friday/June 10/2011;78;41.055;25
Saturday/June 11/2011;87;44.098;30
Sunday/June 12/2011;87;44.098;30
Monday/June 13/2011;87;44.098;30
Tuesday/June 14/2011;90;45.316;32
Wednesday/June 15/2011;88;44.097;30
Thursday/June 16/2011;86;43.487;29
Friday/June 17/2011;75;39.833;23
Saturday/June 18/2011;85;43.486;29
Sunday/June 19/2011;78;41.050;25
Monday/June 20/2011;72;39.223;22
Tuesday/June 21/2011;75;39.830;23
Wednesday/June 22/2011;76;40.439;24
Thursday/June 23/2011;86;43.483;29
Friday/June 24/2011;85;43.483;29
Saturday/June 25/2011;75;40.438;24
Sunday/June 26/2011;88;44.700;31
Monday/June 27/2011;85;43.482;29
Tuesday/June 28/2011;85;43.481;29
Wednesday/June 29/2011;73;39.218;22
Thursday/June 30/2011;76;40.436;24
Friday/July 1/2011;86;44.090;30
Saturday/July 2/2011;86;44.090;30
Sunday/July 3/2011;86;43.481;29
Monday/July 4/2011;86;43.480;29
Tuesday/July 5/2011;86;44.086;30
Wednesday/July 6/2011;75;39.324;24
Thursday/July 7/2011;74;39.822;23
Friday/July 8/2011;87;44.085;30
Saturday/July 9/2011;87;44.085;30
Sunday/July 10/2011;84;43.476;29
Monday/July 11/2011;87;44.085;30
Tuesday/July 12/2011;76;39.307;24
Wednesday/July 13/2011;75;39.821;23
Thursday/July 14/2011;91;45.302;32
Friday/July 15/2011;73;39.820;23
Saturday/July 16/2011;87;44.083;30
Sunday/July 17/2011;73;39.211;22
Monday/July 18/2011;86;44.082;30
Tuesday/July 19/2011;87;44.082;30
Wednesday/July 20/2011;89;44.691;31
Thursday/July 21/2011;86;44.081;30
Friday/July 22/2011;75;39.818;23
Saturday/July 23/2011;76;39.299;24
Sunday/July 24/2011;84;42.863;28
Monday/July 25/2011;89;44.689;31
Tuesday/July 26/2011;85;43.471;29
Wednesday/July 27/2011;89;44.689;31
Thursday/July 28/2011;86;43.471;29
Friday/July 29/2011;91;45.296;32
Saturday/July 30/2011;86;44.078;30
Sunday/July 31/2011;86;44.078;30
Monday/August 1/2011;74;39.814;23
Tuesday/August 2/2011;73;39.205;22
Wednesday/August 3/2011;75;38.683;23
Thursday/August 4/2011;78;41.032;25
Friday/August 5/2011;76;40.422;24
Saturday/August 6/2011;87;44.076;30
Sunday/August 7/2011;75;40.421;24
Monday/August 8/2011;87;44.074;30
Tuesday/August 9/2011;75;39.811;23
Wednesday/August 10/2011;85;43.465;29
Thursday/August 11/2011;91;45.900;33
Friday/August 12/2011;75;39.810;23
Saturday/August 13/2011;87;44.072;30
Sunday/August 14/2011;74;39.808;23
Monday/August 15/2011;86;44.070;30
Tuesday/August 16/2011;86;44.070;30
Wednesday/August 17/2011;87;44.070;30
Thursday/August 18/2011;85;43.460;29
Friday/August 19/2011;86;43.458;29
Saturday/August 20/2011;85;43.457;29
Sunday/August 21/2011;90;45.284;32
Monday/August 22/2011;89;44.675;31
Tuesday/August 23/2011;76;40.412;24
Wednesday/August 24/2011;90;45.282;32
Thursday/August 25/2011;74;39.801;23
Friday/August 26/2011;91;45.282;32
Saturday/August 27/2011;73;39.191;22
Sunday/August 28/2011;76;40.409;24
Monday/August 29/2011;76;39.257;24
Tuesday/August 30/2011;85;43.452;29
Wednesday/August 31/2011;88;44.060;30
Thursday/September 1/2011;86;44.060;30
Friday/September 2/2011;73;39.797;23
Saturday/September 3/2011;76;40.406;24
Sunday/September 4/2011;80;41.623;26
Monday/September 5/2011;85;43.450;29
Tuesday/September 6/2011;87;44.059;30
Wednesday/September 7/2011;87;44.058;30
Thursday/September 8/2011;85;43.449;29
Friday/September 9/2011;83;42.839;28
Saturday/September 10/2011;91;45.274;32
Sunday/September 11/2011;89;44.665;31
Monday/September 12/2011;79;41.619;26
Tuesday/September 13/2011;85;43.446;29
Wednesday/September 14/2011;73;39.182;22
Thursday/September 15/2011;73;39.182;22
Friday/September 16/2011;89;44.663;31
Saturday/September 17/2011;88;44.662;31
Sunday/September 18/2011;87;44.053;30
Monday/September 19/2011;76;39.238;24
Tuesday/September 20/2011;86;43.444;29
Wednesday/September 21/2011;88;44.661;31
Thursday/September 22/2011;88;44.661;31
Friday/September 23/2011;85;43.442;29
Saturday/September 24/2011;73;39.178;22
Sunday/September 25/2011;75;39.233;24
Monday/September 26/2011;76;40.395;24
Tuesday/September 27/2011;87;44.048;30
Wednesday/September 28/2011;73;39.175;22
Thursday/September 29/2011;87;44.047;30
Friday/September 30/2011;83;42.829;28
Saturday/October 1/2011;85;43.437;29
Sunday/October 2/2011;90;45.264;32
Monday/October 3/2011;89;44.655;31
Tuesday/October 4/2011;73;39.174;22
Wednesday/October 5/2011;78;41.001;25
Thursday/October 6/2011;84;42.826;28
Friday/October 7/2011;86;44.044;30
Saturday/October 8/2011;74;39.781;23
Sunday/October 9/2011;86;44.043;30
Monday/October 10/2011;90;45.260;32
Tuesday/October 11/2011;76;39.222;24
Wednesday/October 12/2011;74;39.778;23
Thursday/October 13/2011;74;39.778;23
Friday/October 14/2011;86;43.431;29
Saturday/October 15/2011;87;44.040;30
Sunday/October 16/2011;86;43.431;29
Monday/October 17/2011;85;43.428;29
Tuesday/October 18/2011;87;44.036;30
Wednesday/October 19/2011;73;39.164;22
Thursday/October 20/2011;87;44.036;30
Friday/October 21/2011;87;44.036;30
Saturday/October 22/2011;85;43.426;29
Sunday/October 23/2011;86;43.425;29
Monday/October 24/2011;76;40.379;24
Tuesday/October 25/2011;78;40.988;25
Wednesday/October 26/2011;72;39.161;22
Thursday/October 27/2011;73;39.160;22
Friday/October 28/2011;87;44.032;30
Saturday/October 29/2011;74;39.765;23
Sunday/October 30/2011;74;39.765;23
Monday/October 31/2011;87;44.027;30
Tuesday/November 1/2011;75;39.197;24
Wednesday/November 2/2011;76;40.371;24
Thursday/November 3/2011;90;45.242;32
Friday/November 4/2011;88;44.632;31
Saturday/November 5/2011;90;45.241;32
Sunday/November 6/2011;72;39.151;22
Monday/November 7/2011;85;43.413;29
Tuesday/November 8/2011;77;40.368;24
Wednesday/November 9/2011;84;42.804;28
Thursday/November 10/2011;75;40.367;24
Friday/November 11/2011;84;43.412;29
Saturday/November 12/2011;76;39.187;24
Sunday/November 13/2011;76;40.366;24
Monday/November 14/2011;85;43.411;29
Tuesday/November 15/2011;85;43.411;29
Wednesday/November 16/2011;86;43.410;29
Thursday/November 17/2011;85;43.409;29
Friday/November 18/2011;87;44.017;30
Saturday/November 19/2011;75;39.754;23
Sunday/November 20/2011;86;44.016;30
Monday/November 21/2011;73;39.752;23
Tuesday/November 22/2011;76;40.361;24
Wednesday/November 23/2011;77;39.175;24
Thursday/November 24/2011;88;44.014;30
Friday/November 25/2011;86;44.014;30
Saturday/November 26/2011;87;44.013;30
Sunday/November 27/2011;91;45.231;32
Monday/November 28/2011;87;44.012;30
Tuesday/November 29/2011;76;40.357;24
Wednesday/November 30/2011;90;45.227;32
Thursday/December 1/2011;74;39.745;23
Friday/December 2/2011;75;39.745;23
Saturday/December 3/2011;83;42.789;28
Sunday/December 4/2011;86;43.397;29
Monday/December 5/2011;92;45.832;33
Tuesday/December 6/2011;84;43.395;29
Wednesday/December 7/2011;87;44.004;30
Thursday/December 8/2011;85;43.395;29
Friday/December 9/2011;76;39.165;24
Saturday/December 10/2011;87;44.004;30
Sunday/December 11/2011;76;40.349;24
Monday/December 12/2011;86;44.003;30
Tuesday/December 13/2011;72;39.131;22
Wednesday/December 14/2011;86;44.003;30
Thursday/December 15/2011;91;45.220;32
Friday/December 16/2011;87;44.001;30
Saturday/December 17/2011;86;44.000;30
Sunday/December 18/2011;76;40.345;24
Monday/December 19/2011;72;39.127;22
Tuesday/December 20/2011;84;42.779;28
Wednesday/December 21/2011;76;40.343;24
Thursday/December 22/2011;90;45.215;32
Friday/December 23/2011;86;43.996;30
Saturday/December 24/2011;87;43.996;30
Sunday/December 25/2011;76;40.341;24
Monday/December 26/2011;73;39.122;22
Tuesday/December 27/2011;72;39.121;22
Wednesday/December 28/2011;88;44.602;31
Thursday/December 29/2011;72;39.121;22
Friday/December 30/2011;84;42.773;28
Saturday/December 31/2011;74;39.728;23
Sunday/January 1/2012;85;43.382;29
Monday/January 2/2012;88;44.600;31
Tuesday/January 3/2012;72;39.118;22
Wednesday/January 4/2012;88;43.988;30
Thursday/January 5/2012;76;40.333;24
Friday/January 6/2012;87;43.987;30
Saturday/January 7/2012;75;39.723;23
Sunday/January 8/2012;73;39.114;22
Monday/January 9/2012;86;43.985;30
Tuesday/January 10/2012;88;44.594;31
Wednesday/January 11/2012;77;40.939;25
Thursday/January 12/2012;90;45.202;32
Friday/January 13/2012;87;43.984;30
Saturday/January 14/2012;78;40.937;25
Sunday/January 15/2012;86;43.373;29
Monday/January 16/2012;74;39.719;23
Tuesday/January 17/2012;84;43.372;29
Wednesday/January 18/2012;75;39.717;23
Thursday/January 19/2012;76;39.137;24
Friday/January 20/2012;90;45.197;32
Saturday/January 21/2012;86;43.979;30
Sunday/January 22/2012;78;40.934;25
Monday/January 23/2012;73;39.106;22
Tuesday/January 24/2012;83;42.759;28
Wednesday/January 25/2012;86;43.974;30
Thursday/January 26/2012;82;42.756;28
Friday/January 27/2012;86;43.362;29
Saturday/January 28/2012;75;39.707;23
Sunday/January 29/2012;86;43.361;29
Monday/January 30/2012;72;39.097;22
Tuesday/January 31/2012;90;45.187;32
Wednesday/February 1/2012;87;43.967;30
Thursday/February 2/2012;83;42.749;28
Friday/February 3/2012;86;43.358;29
Saturday/February 4/2012;75;39.703;23
Sunday/February 5/2012;73;39.093;22
Monday/February 6/2012;75;39.701;23
Tuesday/February 7/2012;88;43.963;30
Wednesday/February 8/2012;84;43.353;29
Thursday/February 9/2012;88;44.570;31
Friday/February 10/2012;75;39.697;23
Saturday/February 11/2012;73;39.087;22
Sunday/February 12/2012;85;43.350;29
Monday/February 13/2012;88;44.568;31
Tuesday/February 14/2012;84;43.348;29
Wednesday/February 15/2012;74;39.694;23
Thursday/February 16/2012;88;43.957;30
Friday/February 17/2012;84;42.739;28
Saturday/February 18/2012;87;43.955;30
Sunday/February 19/2012;87;43.953;30
Monday/February 20/2012;83;42.735;28
Tuesday/February 21/2012;89;44.562;31
Wednesday/February 22/2012;72;39.079;22
Thursday/February 23/2012;73;39.079;22
Friday/February 24/2012;75;39.687;23
Saturday/February 25/2012;75;39.685;23
Sunday/February 26/2012;84;42.730;28
Monday/February 27/2012;79;41.511;26
